Número;Mailing;Operador;CNPJ;"RAZAO SOCIAL";"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
18997330673;01-Repescagem_02-12;"Felipe Arantes Martelo";50679578000194;REPESCAGEM;;Sim;Atendido;Improdutiva;"LIGACAO MUDA";"02/12/2025 10:49:16"
94984047492;01-Repescagem_02-12;"Felipe Arantes Martelo";62965266000126;REPESCAGEM;;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"02/12/2025 10:51:44"
21970265110;01-Repescagem_02-12;"Franciane Cordeiro";49636818000194;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/12/2025 08:38:48"
62984495400;01-Repescagem_02-12;;62785632000165;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:51:46"
35999774582;01-Repescagem_02-12;;62584307000134;REPESCAGEM;;Sim;Atendido;-;-;"02/12/2025 09:47:50"
51984499988;01-Repescagem_02-12;;62659880000160;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:52:19"
19998731954;01-Repescagem_02-12;;63208941000135;REPESCAGEM;;Sim;Atendido;-;-;"02/12/2025 08:43:49"
34999312415;01-Repescagem_02-12;"Bruna Eloisa Sousa Carvalho";63314372000102;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/12/2025 08:38:48"
34997990469;01-Repescagem_02-12;;62397547000120;REPESCAGEM;;Sim;Atendido;-;-;"02/12/2025 08:46:50"
21967786756;01-Repescagem_02-12;;50090376000102;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:52:19"
21964036589;01-Repescagem_02-12;;22907834000118;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:52:26"
11998424106;01-Repescagem_02-12;;63858845000132;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:55:07"
19998333767;01-Repescagem_02-12;;63739368000196;REPESCAGEM;;Sim;Falhou;-;-;"02/12/2025 10:55:07"
67992248177;01-Repescagem_02-12;"Amanda Kachinski";63048127000109;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/12/2025 08:38:48"
38999886547;01-Repescagem_02-12;"Amanda Kachinski";63032110000155;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/12/2025 08:46:50"
94981140101;01-Repescagem_02-12;;22640069000112;REPESCAGEM;;Sim;Atendido;-;-;"02/12/2025 08:45:20"
