Número;Mailing;Operador;CNPJ;"RAZAO SOCIAL";"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
51998386406;01-Repescagem_01-12;;40735646000131;REPESCAGEM;;Sim;Atendido;-;-;"01/12/2025 11:07:09"
15997164014;01-Repescagem_01-12;;33222106000199;REPESCAGEM;;Sim;Atendido;-;-;"01/12/2025 09:51:11"
77999429542;01-Repescagem_01-12;"Mariana Gabriela Ferreira Barboza";57731520000191;REPESCAGEM;;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"01/12/2025 12:09:31"
32988058813;01-Repescagem_01-12;;10777416000174;REPESCAGEM;;Sim;Atendido;-;-;"01/12/2025 11:08:46"
63991319988;01-Repescagem_01-12;;56087103000195;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:31"
11996344084;01-Repescagem_01-12;"Felipe Arantes Martelo";63127680000129;REPESCAGEM;;Sim;Atendido;"Agendada - 01/12/2025 12:00:00";"RETORNO COM AGENDAMENTO";"01/12/2025 11:13:43"
21964223820;01-Repescagem_01-12;;59245544000166;REPESCAGEM;;Sim;Atendido;-;-;"01/12/2025 09:51:11"
88981126870;01-Repescagem_01-12;;59141849000128;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:31"
17981618080;01-Repescagem_01-12;;62664950000178;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:34"
21983557705;01-Repescagem_01-12;;63479389000110;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
66999556031;01-Repescagem_01-12;;40384658000169;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
85987817462;01-Repescagem_01-12;"Giovana Vitoria da Silva";31417055000125;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"01/12/2025 09:52:41"
42988083071;01-Repescagem_01-12;;28647853000139;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
43996805791;01-Repescagem_01-12;"Jessica Lorenzetto Leme";58802138000194;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"01/12/2025 09:52:41"
48999329346;01-Repescagem_01-12;;59059624000127;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
47988701521;01-Repescagem_01-12;;43406641000234;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
27996357400;01-Repescagem_01-12;"Felipe Arantes Martelo";56301825000109;REPESCAGEM;;Sim;Atendido;"Agendada - 01/12/2025 11:09:27";"RETORNO SEM AGENDAMENTO";"01/12/2025 11:03:46"
21967184769;01-Repescagem_01-12;"Felipe Arantes Martelo";63535404000108;REPESCAGEM;;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"01/12/2025 12:09:53"
47984119432;01-Repescagem_01-12;;39803910000148;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
11986804607;01-Repescagem_01-12;;63830224000140;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
43984852015;01-Repescagem_01-12;;63822965000180;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:53"
77999933370;01-Repescagem_01-12;;59176254000108;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:09:56"
62996161006;01-Repescagem_01-12;;62791178000155;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:10:09"
34996985811;01-Repescagem_01-12;;63057758000186;REPESCAGEM;;Sim;Falhou;-;-;"01/12/2025 12:10:09"
45991135119;01-Repescagem_01-12;"Mariana Gabriela Ferreira Barboza";22655977000180;REPESCAGEM;;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"01/12/2025 12:10:09"
