Número;Mailing;Operador;CNPJ;RAZAO_SOCIAL;"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
11960201942;02-C6_LeadsNovos_FevereiroMarço_0403;;65410790000129;"MARIANA BOZZA CESSIN LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11960634021;02-C6_LeadsNovos_FevereiroMarço_0403;;65408860000104;"J CLAUDIO DE OLIVEIRA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11960822085;02-C6_LeadsNovos_FevereiroMarço_0403;;65412742000170;"SUNATU DISTRIBUIDORA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11962457697;02-C6_LeadsNovos_FevereiroMarço_0403;;65409936000116;"P TOMAZ CONSULTORIA ESTRATEGICA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11967987921;02-C6_LeadsNovos_FevereiroMarço_0403;;65411535000109;"LJM BRILHO TECH SERVICOS ESPECIALIZADOS LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11969755016;02-C6_LeadsNovos_FevereiroMarço_0403;;65412622000172;"DK DELAP COSMETICOS";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11972987122;02-C6_LeadsNovos_FevereiroMarço_0403;;65408870000140;"INSTITUTO DE BELEZA LA BELLA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11977554434;02-C6_LeadsNovos_FevereiroMarço_0403;;65412781000177;"INSTITUTO SAUDE INTEGRAL LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11981213902;02-C6_LeadsNovos_FevereiroMarço_0403;;65410999000192;"GRUPO LIMPE SECO LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11981705119;02-C6_LeadsNovos_FevereiroMarço_0403;;65410778000114;"A M CALANDRINI DE AZEVEDO";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11982819374;02-C6_LeadsNovos_FevereiroMarço_0403;;65411674000124;"REGIANE SOUZA PSICOLOGIA PSICANALISE LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11985870101;02-C6_LeadsNovos_FevereiroMarço_0403;;65409340000116;"LIQUID ENERGY LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11987040011;02-C6_LeadsNovos_FevereiroMarço_0403;;65410228000103;"FABIO BALMANT YAMAGISHI";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11987551612;02-C6_LeadsNovos_FevereiroMarço_0403;;65411710000150;"ALTHERIS ESTRATEGIA E NEGOSCIOS LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11988601420;02-C6_LeadsNovos_FevereiroMarço_0403;;65410674000100;"PK LASH STUDIO DE BELEZA E COMERCIO LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11991788160;02-C6_LeadsNovos_FevereiroMarço_0403;;65409464000100;"SUSHI MN LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11991887016;02-C6_LeadsNovos_FevereiroMarço_0403;;65410819000172;"RENATA SANTOS CARREGOSA AVALIACOES LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11992276415;02-C6_LeadsNovos_FevereiroMarço_0403;;65412487000165;"JUNAO SERVICOS E MINIATURAS LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11994272133;02-C6_LeadsNovos_FevereiroMarço_0403;;65408802000180;"SAFEWORK DISTRIBUIDORA DE EPIS LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11994788550;02-C6_LeadsNovos_FevereiroMarço_0403;;65412832000160;"UNIVERSO MATERIAIS DE CONSTRUCAO LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11995887007;02-C6_LeadsNovos_FevereiroMarço_0403;;65409813000185;"A CROSTA PADARIA ARTESANAL LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11995992900;02-C6_LeadsNovos_FevereiroMarço_0403;;65410406000198;"JAQUELINE MARIA DA SILVA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11996035661;02-C6_LeadsNovos_FevereiroMarço_0403;;65410278000182;"MARCOS SILVA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11996612666;02-C6_LeadsNovos_FevereiroMarço_0403;;65411320000180;"HDM MARKETING LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
11999208892;02-C6_LeadsNovos_FevereiroMarço_0403;;65408996000114;"CSA COMERCIO E SERVICOS DE ASSISTENCIA TECNICA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:01"
12982004263;02-C6_LeadsNovos_FevereiroMarço_0403;;65410437000149;"PIRESLAB LABORATORIO DE PROTESE DENTARIA LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:02"
12982758365;02-C6_LeadsNovos_FevereiroMarço_0403;;65412758000182;"TRIPLICE GESTAO E ADMINISTRACAO EMPRESARIAL LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:02"
14998295622;02-C6_LeadsNovos_FevereiroMarço_0403;;65409311000154;"DAIANE SUSHI LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:02"
16992965757;02-C6_LeadsNovos_FevereiroMarço_0403;;65412004000122;"GLOW BEACH";;Não;"Em Fila";-;-;"04/03/2026 13:03:02"
16993241771;02-C6_LeadsNovos_FevereiroMarço_0403;;65411628000125;"CLINICAMENTE RAFAH LTDA";;Não;"Em Fila";-;-;"04/03/2026 13:03:02"
