Número;Mailing;Operador;CNPJ;RAZAO_SOCIAL;"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
54997074952;03-C6_LeadsNovos_02-03-2026;;65412916000102;"OURO DA BELEZA COMERCIO E DISTRIBUICAO LTDA";;Sim;Falhou;-;-;"02/03/2026 15:50:24"
11961580455;03-C6_LeadsNovos_02-03-2026;;65412875000146;"Y R GOMES";;Sim;Falhou;-;-;"02/03/2026 15:50:24"
41997880145;03-C6_LeadsNovos_02-03-2026;;65412860000188;"THIAGO BUENO CONSULTORIA EM DADOS E INTELIGENCIA ARTIFICIAL LTDA";;Sim;Falhou;-;-;"02/03/2026 15:37:33"
11994788550;03-C6_LeadsNovos_02-03-2026;;65412832000160;"UNIVERSO MATERIAIS DE CONSTRUCAO LTDA";;Sim;Falhou;-;-;"02/03/2026 16:00:00"
96991925912;03-C6_LeadsNovos_02-03-2026;;65412817000112;"SE F CENTRAL PG SERVICOS LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:11"
11987287954;03-C6_LeadsNovos_02-03-2026;;65412813000134;"ROMARIO DE SOUSA E LEITE";;Sim;Falhou;-;-;"02/03/2026 15:54:32"
11977554434;03-C6_LeadsNovos_02-03-2026;;65412781000177;"INSTITUTO SAUDE INTEGRAL LTDA";;Sim;Falhou;-;-;"02/03/2026 15:50:24"
61995397096;03-C6_LeadsNovos_02-03-2026;;65412757000138;"CARLA ANDRESSA INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:42:38"
41997880145;03-C6_LeadsNovos_02-03-2026;;65412752000105;"ARKYN TECNOLOGIA LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:11"
11960822085;03-C6_LeadsNovos_02-03-2026;;65412742000170;"SUNATU DISTRIBUIDORA LTDA";;Sim;Falhou;-;-;"02/03/2026 15:42:38"
43981678765;03-C6_LeadsNovos_02-03-2026;;65412712000163;"PG GESTAO DE PAGAMENTOS LTDA";;Sim;Falhou;-;-;"02/03/2026 15:42:38"
41997880145;03-C6_LeadsNovos_02-03-2026;;65412708000103;"GIANLUCA FERREIRA LAYDNER DESENVOLVIMENTO DE SOFTWARE LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:11"
47996962253;03-C6_LeadsNovos_02-03-2026;;65412701000183;"TG INFORMATICA E AUTOMACAO COMERCIAL LTDA";;Sim;Falhou;-;-;"02/03/2026 16:36:11"
28999725150;03-C6_LeadsNovos_02-03-2026;;65412672000150;"TRES IRMAOS AGROPECUARIA LTDA";;Sim;Falhou;-;-;"02/03/2026 16:36:11"
22997023341;03-C6_LeadsNovos_02-03-2026;;65412643000198;"FAUSTINO COMERCIO DE ROUPAS LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:12"
62999367030;03-C6_LeadsNovos_02-03-2026;;65412640000154;"L L SILVA FISIOTERAPIA LTDA";;Sim;Falhou;-;-;"02/03/2026 15:42:38"
11969755016;03-C6_LeadsNovos_02-03-2026;;65412622000172;"DK DELAP COSMETICOS";;Sim;Falhou;-;-;"02/03/2026 15:39:12"
31992273962;03-C6_LeadsNovos_02-03-2026;;65412618000104;"DR THALES A CORREA SERVICOS MEDICOS LTDA";;Sim;Falhou;-;-;"02/03/2026 16:36:11"
85994156151;03-C6_LeadsNovos_02-03-2026;;65412614000126;"M VICTOR OLIVEIRA LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:12"
44991032055;03-C6_LeadsNovos_02-03-2026;;65412508000142;"HCM TRANSPORTES LTDA";;Sim;Falhou;-;-;"02/03/2026 15:39:12"
41997880145;03-C6_LeadsNovos_02-03-2026;;65412476000185;"FRANCIELI VIEIRA PICORELI SERVICOS DE FISIOTERAPIA LTDA";;Sim;Falhou;-;-;"02/03/2026 15:42:38"
