Número;Mailing;Operador;CNPJ;RAZAO_SOCIAL;"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
61981778607;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";64189904000190;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:40:04"
34999771853;01-Recadastro_02-03;;60915649000164;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
68992082438;01-Recadastro_02-03;;49405492000194;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
62991961309;01-Recadastro_02-03;;32930172000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:16:29"
81996807026;01-Recadastro_02-03;;33025730000104;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:47:20"
34991052326;01-Recadastro_02-03;;51020982000114;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:40:04"
22998415844;01-Recadastro_02-03;;10513390000157;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:02"
81987440608;01-Recadastro_02-03;;13231596000182;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:02"
44998387475;01-Recadastro_02-03;;55577421000171;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:42:04"
19993700910;01-Recadastro_02-03;;10472690000135;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
81993258249;01-Recadastro_02-03;;52772312000117;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:02"
11986654067;01-Recadastro_02-03;;60624975000112;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:38:31"
46999266562;01-Recadastro_02-03;"Ana Beatriz Rodrigues";22169336000115;RECADASTRO;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/03/2026 15:35:02"
22999491364;01-Recadastro_02-03;;29159112000171;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
34991310204;01-Recadastro_02-03;;48435019000197;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:38:31"
94981338154;01-Recadastro_02-03;;59601172000163;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:48:50"
11974744087;01-Recadastro_02-03;;60710564000140;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
31988541916;01-Recadastro_02-03;;18838063000187;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
67992056666;01-Recadastro_02-03;;28291511000129;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
11980283684;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";51858631000187;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 16:21:12"
27998099865;01-Recadastro_02-03;"Ana Beatriz Rodrigues";09208144000102;RECADASTRO;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/03/2026 15:48:52"
27997195279;01-Recadastro_02-03;;17461276000170;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:11:32"
27998788633;01-Recadastro_02-03;;22245603000196;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
71999431136;01-Recadastro_02-03;;64116564000177;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:42:04"
11974151558;01-Recadastro_02-03;;34862659000179;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:37:51"
63999457354;01-Recadastro_02-03;;37086702000140;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:51:59"
61982565212;01-Recadastro_02-03;;60916132000190;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
41997635114;01-Recadastro_02-03;;29187301000158;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:04"
43988068451;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";31078814000172;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:45:39"
11940493110;01-Recadastro_02-03;;54833357000180;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:57:28"
66996696701;01-Recadastro_02-03;;41060169000114;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
19997048686;01-Recadastro_02-03;;59995656000134;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:18:06"
22992645350;01-Recadastro_02-03;;26127521000106;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:03"
11987736073;01-Recadastro_02-03;;09572806000129;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:05"
47999019211;01-Recadastro_02-03;;36290566000142;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:50:24"
54999546065;01-Recadastro_02-03;;27548868000187;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:50"
32999743534;01-Recadastro_02-03;;58238688000122;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:03"
41999638711;01-Recadastro_02-03;;35222708000171;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:28:23"
35988496739;01-Recadastro_02-03;;00885876000162;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:48:56"
94991199208;01-Recadastro_02-03;;37009968000199;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:42:04"
21964491020;01-Recadastro_02-03;;18728452000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:39"
62984158064;01-Recadastro_02-03;;31631113000119;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:05"
81986199757;01-Recadastro_02-03;;61652853000100;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:57:28"
54999448396;01-Recadastro_02-03;;10323128000140;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:04"
34984439578;01-Recadastro_02-03;;34187231000178;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:50"
21974341108;01-Recadastro_02-03;;59269552000142;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:38:32"
34999365936;01-Recadastro_02-03;;64458718000109;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:50"
47992768458;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";61147277000136;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:36:50"
22992328210;01-Recadastro_02-03;;64197443000105;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:44:33"
27997920347;01-Recadastro_02-03;;64222134000130;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:51:59"
62984996341;01-Recadastro_02-03;;61047612000124;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:05"
41987030013;01-Recadastro_02-03;;54370105000161;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:36:50"
11986707731;01-Recadastro_02-03;;50320366000116;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:05"
11989444873;01-Recadastro_02-03;;64210080000192;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:00"
85985592263;01-Recadastro_02-03;;28403935000138;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:50"
92991377806;01-Recadastro_02-03;;13172332000103;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:50"
22998126958;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";19178244000197;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:38:32"
19993431035;01-Recadastro_02-03;;59256109000137;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
11995992000;01-Recadastro_02-03;;15095362000342;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
14997722746;01-Recadastro_02-03;;14982317000185;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:38:32"
62981218231;01-Recadastro_02-03;;64514552000109;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:05"
48991880046;01-Recadastro_02-03;;30429248000214;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:39"
73981879059;01-Recadastro_02-03;;59885173000187;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:05"
14997012826;01-Recadastro_02-03;;40960918000105;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:38:32"
43999578366;01-Recadastro_02-03;;26850048000182;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:41"
77981096423;01-Recadastro_02-03;;50830557000128;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:20"
41998324907;01-Recadastro_02-03;;59527186000184;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:02:37"
61985063808;01-Recadastro_02-03;;60679497000148;RECADASTRO;;Sim;Atendido;Improdutiva;"JA TEM CONTA NO C6";"02/03/2026 15:50:30"
65996262179;01-Recadastro_02-03;;04923440000171;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:59:02"
69999911959;01-Recadastro_02-03;;39939082000170;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:05"
21964082841;01-Recadastro_02-03;"Otavio Henrique Silva de Avila";52677106000128;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:52:06"
95981210663;01-Recadastro_02-03;;11404384000124;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:51"
21979715192;01-Recadastro_02-03;;57961262000130;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:21"
11993806815;01-Recadastro_02-03;;20774707000162;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:41"
53991673017;01-Recadastro_02-03;;49748754000113;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:51"
51991256686;01-Recadastro_02-03;;64001540000172;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:28:23"
81992094885;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";33934391000170;RECADASTRO;;Sim;Atendido;Improdutiva;"INCLUIR EM LISTA DE BLOQUEIO";"02/03/2026 15:48:59"
47996598202;01-Recadastro_02-03;;58952798000151;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:28:23"
16993206353;01-Recadastro_02-03;"Ana Beatriz Rodrigues";44837909000174;RECADASTRO;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/03/2026 15:55:42"
51993705840;01-Recadastro_02-03;"Ana Beatriz Rodrigues";29257341000129;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:54:02"
47991236770;01-Recadastro_02-03;;21962466000148;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:04:20"
42988415236;01-Recadastro_02-03;;72501349000118;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:02:37"
45991421641;01-Recadastro_02-03;;36816303000124;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:51"
44999143338;01-Recadastro_02-03;;05817376000107;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:41"
61993114060;01-Recadastro_02-03;;53153199000154;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:13:55"
11968184280;01-Recadastro_02-03;;55167702000156;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:22:46"
99981131714;01-Recadastro_02-03;;61013324000159;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:40:06"
13997025283;01-Recadastro_02-03;;16774419000130;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:41"
16997018054;01-Recadastro_02-03;;10401050000134;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:42:05"
89994181462;01-Recadastro_02-03;;64196631000100;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:54:02"
67996387372;01-Recadastro_02-03;"Otavio Henrique Silva de Avila";09081395000179;RECADASTRO;;Sim;Atendido;Produtiva;"SEM INTERESSE";"02/03/2026 15:47:21"
55997272669;01-Recadastro_02-03;;58958046000106;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:21"
51999582733;01-Recadastro_02-03;;10314194000153;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:54:02"
63984163731;01-Recadastro_02-03;;32208120000175;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:21"
65981230719;01-Recadastro_02-03;;37494374000110;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:45:41"
51998558384;01-Recadastro_02-03;;39397010000148;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:41:09"
61984225575;01-Recadastro_02-03;;57082347000148;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:42"
24999799257;01-Recadastro_02-03;;54165910000153;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:59"
11997975898;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";61616142000172;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:54:02"
27995992944;01-Recadastro_02-03;;64504119000184;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:12"
43996937413;01-Recadastro_02-03;;11434345000170;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:54:02"
31991138049;01-Recadastro_02-03;;23100052000135;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:39:12"
27998926142;01-Recadastro_02-03;;52909156000193;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:47:21"
31999065753;01-Recadastro_02-03;;17371355000190;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:35"
67996488898;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";01568534000181;RECADASTRO;;Sim;Atendido;-;"Não classificado pelo operador";"02/03/2026 15:39:12"
61985291639;01-Recadastro_02-03;;49770549000154;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:19:46"
84996534367;01-Recadastro_02-03;;59814101000149;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:44:33"
62985495050;01-Recadastro_02-03;"Otavio Henrique Silva de Avila";37650546000106;RECADASTRO;;Sim;Atendido;-;"Não classificado pelo operador";"02/03/2026 16:00:51"
62982200898;01-Recadastro_02-03;;58025972000110;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:21"
11986234536;01-Recadastro_02-03;;21497582000133;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:35:59"
47999101002;01-Recadastro_02-03;;30079171000119;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:50"
11991717790;01-Recadastro_02-03;;04355888000136;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:22"
34988614624;01-Recadastro_02-03;;70960620000158;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:50"
19994509158;01-Recadastro_02-03;;37354114000140;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:41:09"
12991755273;01-Recadastro_02-03;;34367526000126;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:54:02"
13974056089;01-Recadastro_02-03;"Bruna Tobias Dos Santos";42147197000136;RECADASTRO;;Sim;Atendido;-;"Não classificado pelo operador";"02/03/2026 16:16:29"
62993856963;01-Recadastro_02-03;;24954369000100;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:11:32"
14996425711;01-Recadastro_02-03;;41216515000100;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:18:06"
15996978023;01-Recadastro_02-03;;40837455000180;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:28:23"
49933463510;01-Recadastro_02-03;;53474270000109;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:00"
92993522366;01-Recadastro_02-03;;64122979000153;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:57:28"
44998254589;01-Recadastro_02-03;;28758435000119;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:00"
24998522112;01-Recadastro_02-03;;42126041000179;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:41:09"
11963306083;01-Recadastro_02-03;;26497705000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:41:09"
11960552126;01-Recadastro_02-03;;29600157000130;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:02:37"
41992158107;01-Recadastro_02-03;;64104598000141;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:50"
32984933333;01-Recadastro_02-03;;64041248000183;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:57:28"
43988305305;01-Recadastro_02-03;;64035682000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:19:46"
19974162409;01-Recadastro_02-03;;34314652000112;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:28:23"
54996379512;01-Recadastro_02-03;;42223801000166;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:49:02"
75991010222;01-Recadastro_02-03;;29956263000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:50"
11996392138;01-Recadastro_02-03;;34791741000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:18:06"
14996353235;01-Recadastro_02-03;;63103222000230;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:55:42"
11963319208;01-Recadastro_02-03;;64096292000190;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:18:06"
16993933236;01-Recadastro_02-03;;30913686000172;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:45:42"
71991439181;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";39511593000196;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:39:27"
31998017788;01-Recadastro_02-03;;61551413000159;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:47:23"
85996941646;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";19556981000186;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:54:03"
98984553278;01-Recadastro_02-03;;41106631000177;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
84999978324;01-Recadastro_02-03;;39476405000136;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
31983870160;01-Recadastro_02-03;;37691246000167;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
83991230231;01-Recadastro_02-03;;17187482000133;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:18:06"
16993501276;01-Recadastro_02-03;;04885286000190;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 16:42:58"
32991239299;01-Recadastro_02-03;;19450396000105;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:23"
67998174712;01-Recadastro_02-03;;05913748000441;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
77999710444;01-Recadastro_02-03;"Otavio Henrique Silva de Avila";40383380000105;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:50:45"
73988040796;01-Recadastro_02-03;;19878904000142;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:30:02"
61995172856;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";36342528000196;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:37:51"
19999699395;01-Recadastro_02-03;;64073696000169;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:39:27"
83988907897;01-Recadastro_02-03;;60335416000192;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:57:29"
67981673730;01-Recadastro_02-03;;37906011000145;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
37999051123;01-Recadastro_02-03;;64513345000121;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
84994776477;01-Recadastro_02-03;;15230289000102;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:13:55"
34996760531;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";16864630000144;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:36:01"
47991070705;01-Recadastro_02-03;;11211640000167;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:37:51"
44999988223;01-Recadastro_02-03;;59254966000106;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:01"
13997510909;01-Recadastro_02-03;;27124010000195;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:01"
11993279508;01-Recadastro_02-03;"Carla Cristina de Lima Kauffmann";64136850000102;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:37:51"
24999159692;01-Recadastro_02-03;;36817713000190;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:30:02"
35999230114;01-Recadastro_02-03;;37396706000124;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:45:43"
83999390240;01-Recadastro_02-03;;37698622000145;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:51"
45998230603;01-Recadastro_02-03;;27885795000119;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
21973333939;01-Recadastro_02-03;;07289653000181;RECADASTRO;;Sim;Atendido;Improdutiva;"INCLUIR EM LISTA DE BLOQUEIO";"02/03/2026 16:02:38"
17988106261;01-Recadastro_02-03;;37642274000194;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:01"
64999617157;01-Recadastro_02-03;;58597273000145;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
87981011441;01-Recadastro_02-03;;53259327000149;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:50:45"
35988680138;01-Recadastro_02-03;;60503107000184;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:59:03"
21996717716;01-Recadastro_02-03;;49508285000165;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:24"
81992662234;01-Recadastro_02-03;;19444205000194;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
71997109797;01-Recadastro_02-03;;57717026000172;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:00:52"
11985932490;01-Recadastro_02-03;;20979033000132;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:16:29"
49999716263;01-Recadastro_02-03;;41427223000117;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:54:03"
32999059962;01-Recadastro_02-03;;35908008000135;RECADASTRO;;Sim;Atendido;-;-;"02/03/2026 15:41:11"
17991681280;01-Recadastro_02-03;;41021477000130;RECADASTRO;;Não;"Em Fila";Improdutiva;"LIGACAO MUDA";"02/03/2026 15:52:33"
14996463588;01-Recadastro_02-03;;41316955000130;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
81996891249;01-Recadastro_02-03;;38100324000174;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:59:03"
85985646588;01-Recadastro_02-03;;28554201000150;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:50:46"
32984143521;01-Recadastro_02-03;;36148312000194;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:52:33"
71996996677;01-Recadastro_02-03;;49753819000380;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:52"
22998489992;01-Recadastro_02-03;;64003103000198;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:44:33"
37998275764;01-Recadastro_02-03;;42359923000184;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:41:11"
24998595933;01-Recadastro_02-03;;29242015000148;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:02"
71987772927;01-Recadastro_02-03;;64033682000111;RECADASTRO;;Sim;Atendido;"Agendada - 03/03/2026 15:00:00";"RETORNO COM AGENDAMENTO";"02/03/2026 15:53:03"
41997486167;01-Recadastro_02-03;;39819126000128;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:52"
98981062548;01-Recadastro_02-03;;16941642000125;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
62985857803;01-Recadastro_02-03;;32833879000149;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
92994999667;01-Recadastro_02-03;;64455141000181;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:51:26"
41985093430;01-Recadastro_02-03;;64482739000160;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:24"
16996323165;01-Recadastro_02-03;;37512040000122;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:19:47"
11962195220;01-Recadastro_02-03;;15920123000118;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:51:26"
21997506426;01-Recadastro_02-03;;40301672000151;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
91983052000;01-Recadastro_02-03;;24169455000101;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:53"
27997007440;01-Recadastro_02-03;;52901511000188;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
91992523500;01-Recadastro_02-03;"Bruna Tobias Dos Santos";23569935000199;RECADASTRO;;Sim;Atendido;-;"Não classificado pelo operador";"02/03/2026 15:53:03"
16996361344;01-Recadastro_02-03;;40674508000190;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:49:28"
17997015405;01-Recadastro_02-03;;31187854000152;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:53"
21964159731;01-Recadastro_02-03;;73227720000168;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
67993414516;01-Recadastro_02-03;;13650172000152;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:44:33"
31993912524;01-Recadastro_02-03;;64369959000181;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:13:55"
11971225520;01-Recadastro_02-03;;64471973000191;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
81997976300;01-Recadastro_02-03;;62394159000195;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:13"
77998097292;01-Recadastro_02-03;;50969875000174;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
54981161271;01-Recadastro_02-03;;49950220000175;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:53:03"
71982483639;01-Recadastro_02-03;;47587038000176;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:36:13"
85997887340;01-Recadastro_02-03;;34422868000100;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:02:38"
83987306044;01-Recadastro_02-03;;15988816000142;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:37:53"
82996550021;01-Recadastro_02-03;"Lavinia Guimaraes Bueno";20089119000190;RECADASTRO;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"02/03/2026 15:54:33"
45999549104;01-Recadastro_02-03;;63936086000189;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:49:28"
21970427922;01-Recadastro_02-03;;59022696000108;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 16:19:47"
49988156620;01-Recadastro_02-03;;38242299000163;RECADASTRO;;Não;"Em Fila";-;-;"02/03/2026 15:47:39"
