Número;Mailing;Operador;CNPJ;RAZAO_SOCIAL;"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
11962882406;02-C6_LeadsNovos_20-02-2026.xlsx;;65198382000155;"HG COMERCIO DE ELETRONICOS BRINQUEDOS E VARIEDADES LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:40:01"
11963074441;02-C6_LeadsNovos_20-02-2026.xlsx;;65199521000165;"ABT PRESTACAO DE SERVICOS LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:26:55"
11964136101;02-C6_LeadsNovos_20-02-2026.xlsx;;65208197000102;"VANGUARD PRIME SERVICOS OPERACIONAIS LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:39:50"
11975104014;02-C6_LeadsNovos_20-02-2026.xlsx;;65204807000191;"VPC LIDER DE VAREJO LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
11977639392;02-C6_LeadsNovos_20-02-2026.xlsx;;65203822000115;"LORENA DE PAULA FRAGOSO TOME FISIOTERAPIA LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
11981111314;02-C6_LeadsNovos_20-02-2026.xlsx;;65198107000131;"STARLINE DIGITAL LABS LTDA";;Sim;Atendido;-;-;"20/02/2026 16:24:52"
11982115257;02-C6_LeadsNovos_20-02-2026.xlsx;;65203729000100;"DANIELLE CAZELLA MOLINA LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
11983329886;02-C6_LeadsNovos_20-02-2026.xlsx;;65199047000171;"ECOAR INSTALACOES E SERVICOS DE CONSTRUCAO CIVIL LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:26:55"
11985031575;02-C6_LeadsNovos_20-02-2026.xlsx;;65208255000190;"RAQUEL MARIA DA SILVA";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
11989361407;02-C6_LeadsNovos_20-02-2026.xlsx;;65197277000100;"LAIS CASARINI ARQUITETURA E INTERIORES";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
11996760770;02-C6_LeadsNovos_20-02-2026.xlsx;;65207971000152;"MARCENARIA BISPO LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:26:55"
12981951751;02-C6_LeadsNovos_20-02-2026.xlsx;;65199367000121;"DIEGO FERNANDO DE FARIA ZEFERINO LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:39:50"
16992874475;02-C6_LeadsNovos_20-02-2026.xlsx;;65205006000140;"JMP SOLUCOES INTERNACIONAIS LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:26:55"
16997484300;02-C6_LeadsNovos_20-02-2026.xlsx;;65196445000134;"EXPRESSO SERT LOG LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:26:55"
18996987141;02-C6_LeadsNovos_20-02-2026.xlsx;;65203154000126;"J F EMPREENDIMENTOS DE PRESIDENTE EPITACIO LTDA";;Não;"Em Fila";-;-;"20/02/2026 16:24:52"
