Número;Mailing;Operador;CNPJ;"RAZAO SOCIAL";"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
48999155631;01-C6_Repescagem27.10;;52805044000192;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:07:55"
61991840985;01-C6_Repescagem27.10;;55685222000187;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:40:38"
32999149422;01-C6_Repescagem27.10;;28963819000173;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:15:59"
41996524807;01-C6_Repescagem27.10;"Pablo Lopes";63271999000123;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:48:35"
21966336957;01-C6_Repescagem27.10;;63263092000112;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:03:28"
66999979450;01-C6_Repescagem27.10;;35975554000199;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:38:13"
41987246484;01-C6_Repescagem27.10;;62991890000106;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:24:34"
88981181731;01-C6_Repescagem27.10;;04054892000164;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:40:38"
31997950580;01-C6_Repescagem27.10;;11289260000145;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:24:34"
32988000475;01-C6_Repescagem27.10;"Jessica Lorenzetto Leme";29297213000109;REPESCAGEM;;Não;"Em Fila";Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"27/10/2025 10:42:18"
22998453592;01-C6_Repescagem27.10;;21025239000196;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:42:18"
31993290185;01-C6_Repescagem27.10;;14238432000140;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:55:30"
32999554748;01-C6_Repescagem27.10;;28953135000190;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:14:26"
45999724332;01-C6_Repescagem27.10;"Franciane Cordeiro";36479162000100;REPESCAGEM;;Não;"Em Fila";"Agendada - 27/10/2025 10:24:32";"CONTATO WHATSAPP";"27/10/2025 10:15:59"
62999755626;01-C6_Repescagem27.10;;32186668000161;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:38:49"
54999727328;01-C6_Repescagem27.10;;98675689000159;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:48:35"
84992073710;01-C6_Repescagem27.10;;35826297000123;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:13:27"
68999331102;01-C6_Repescagem27.10;;04465816000141;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:48:35"
11997396054;01-C6_Repescagem27.10;;33372497000128;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:24:34"
21964735679;01-C6_Repescagem27.10;;27665190000112;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:48:35"
17996483233;01-C6_Repescagem27.10;;60142978000110;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:34:58"
24992951388;01-C6_Repescagem27.10;;10791966000148;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:11"
31997809462;01-C6_Repescagem27.10;;21114529000106;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:28:15"
47991323010;01-C6_Repescagem27.10;"Pablo Lopes";63276895000101;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:43:32"
21978760396;01-C6_Repescagem27.10;;37713985000102;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:48:35"
92981957628;01-C6_Repescagem27.10;;04468603000173;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:29:15"
83991481670;01-C6_Repescagem27.10;;57546799000133;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:03:28"
87988238103;01-C6_Repescagem27.10;;12862569000145;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:16:00"
15997152147;01-C6_Repescagem27.10;;12151472000124;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:48:35"
31995815723;01-C6_Repescagem27.10;;61382804000197;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:48:35"
71991319841;01-C6_Repescagem27.10;;06156893000145;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:11"
14996875180;01-C6_Repescagem27.10;;09234601000133;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:24:34"
14932631179;01-C6_Repescagem27.10;;17296155000110;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:16:00"
27996521350;01-C6_Repescagem27.10;;58923429000130;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:16:36"
62995686851;01-C6_Repescagem27.10;;32254164000131;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:00"
17997458095;01-C6_Repescagem27.10;;31457817000117;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:29:29"
91980881095;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";55415904000170;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:48:35"
67998225958;01-C6_Repescagem27.10;;27271070000130;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:00"
19999343666;01-C6_Repescagem27.10;;52285878000114;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:17:47"
99991328087;01-C6_Repescagem27.10;;11662818000196;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:26:21"
86995387193;01-C6_Repescagem27.10;;33573887000166;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:50:11"
11985788407;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";07090812000114;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 11:47:52"
12974129947;01-C6_Repescagem27.10;;54074473000162;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:24:35"
32984838767;01-C6_Repescagem27.10;;57135570000106;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:00"
55981725826;01-C6_Repescagem27.10;;63001260000100;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:42:33"
75998955776;01-C6_Repescagem27.10;;27836260000158;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:11"
66999231252;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";30965972000181;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:20:12"
34999002656;01-C6_Repescagem27.10;;11230845000190;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 13:51:22"
85988391447;01-C6_Repescagem27.10;;04428925000199;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:04"
21984649375;01-C6_Repescagem27.10;;30414620000138;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:11"
19992878794;01-C6_Repescagem27.10;"Pablo Lopes";62937009000180;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:24:35"
62992659394;01-C6_Repescagem27.10;;60590907000180;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:14:26"
81997946685;01-C6_Repescagem27.10;;52544133000122;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:10:06"
31971771059;01-C6_Repescagem27.10;;21999828000175;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:15:58"
27999007077;01-C6_Repescagem27.10;;20268459000188;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:38:50"
34991941772;01-C6_Repescagem27.10;"Pablo Lopes";21877797000180;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:38:50"
27997388757;01-C6_Repescagem27.10;;05320741000173;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:01"
61992849599;01-C6_Repescagem27.10;;21169373000160;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:48:36"
53981666666;01-C6_Repescagem27.10;;14046276000115;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:24:40"
91981376605;01-C6_Repescagem27.10;;54815562000112;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:04"
77988534029;01-C6_Repescagem27.10;;03756881000163;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:19:09"
16991883350;01-C6_Repescagem27.10;;29369004000123;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:20:43"
43999076926;01-C6_Repescagem27.10;;63277287000111;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:20:55"
48999737510;01-C6_Repescagem27.10;;19851851000176;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:20:13"
31996397352;01-C6_Repescagem27.10;"Pablo Lopes";50356189000128;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:25:05"
84998773010;01-C6_Repescagem27.10;;51463030000175;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:25:05"
21999699729;01-C6_Repescagem27.10;;12087211000192;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:25:05"
62993949444;01-C6_Repescagem27.10;;59332648000108;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 13:51:22"
51999827239;01-C6_Repescagem27.10;;54400526000198;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:15:58"
27998533242;01-C6_Repescagem27.10;;30536545000188;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:15:58"
37999531218;01-C6_Repescagem27.10;;10901844000167;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:57:53"
79988736889;01-C6_Repescagem27.10;;58525926000180;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:04:30"
73999794366;01-C6_Repescagem27.10;;13147663000185;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:48:36"
68999457176;01-C6_Repescagem27.10;;53118793000104;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:46:50"
81991307590;01-C6_Repescagem27.10;;57818870000190;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:37:23"
61999861439;01-C6_Repescagem27.10;;10414553000144;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:23:24"
15996318679;01-C6_Repescagem27.10;"Jessica Lorenzetto Leme";53907410000187;REPESCAGEM;;Não;"Em Fila";Improdutiva;"INCLUIR EM LISTA DE BLOQUEIO";"27/10/2025 10:39:23"
17996026382;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";46377303000129;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:52:02"
14997127257;01-C6_Repescagem27.10;"Amanda Kachinski";38236546000119;REPESCAGEM;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"27/10/2025 11:56:06"
43999816006;01-C6_Repescagem27.10;;63263084000176;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:07:55"
81996460952;01-C6_Repescagem27.10;;26952719000116;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:18:50"
71997046553;01-C6_Repescagem27.10;;33355679000190;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:29:30"
92992615032;01-C6_Repescagem27.10;;07039988000141;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:23:24"
66999518837;01-C6_Repescagem27.10;;20876080000150;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:12"
21976295133;01-C6_Repescagem27.10;;51075954000102;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:06:15"
82981337285;01-C6_Repescagem27.10;"Pablo Lopes";26405315000102;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:50:12"
18997222680;01-C6_Repescagem27.10;;04193646000193;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:01"
64981695045;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";32874938000127;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 10:56:01"
22997747944;01-C6_Repescagem27.10;;27705139000197;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:04:30"
11999320787;01-C6_Repescagem27.10;;23396640000168;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:12"
69992019237;01-C6_Repescagem27.10;;29326562000101;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:57:53"
13997150420;01-C6_Repescagem27.10;;53279953000105;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:01"
62983393940;01-C6_Repescagem27.10;;21927888000182;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:42:34"
62992684170;01-C6_Repescagem27.10;;53185249000185;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:05"
31997686512;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";28133570000179;REPESCAGEM;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"27/10/2025 11:20:55"
16992416819;01-C6_Repescagem27.10;;18532678000180;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:56:01"
37999291296;01-C6_Repescagem27.10;;26872140000143;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:23:24"
92991442193;01-C6_Repescagem27.10;;12696123000198;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:17:13"
75988150106;01-C6_Repescagem27.10;;56098711000103;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:23:24"
47988930413;01-C6_Repescagem27.10;;27560600000160;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:03"
53999659005;01-C6_Repescagem27.10;;32416286000187;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:44:35"
51999858592;01-C6_Repescagem27.10;;09279824000117;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:42:34"
35999604175;01-C6_Repescagem27.10;;32043406000148;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 12:08:05"
63992434731;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";54952052000197;REPESCAGEM;;Sim;Atendido;-;"Não classificado pelo operador";"27/10/2025 11:06:15"
69984555077;01-C6_Repescagem27.10;;33342427000127;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:54:05"
45999798302;01-C6_Repescagem27.10;;11852075000117;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:23:24"
51997210297;01-C6_Repescagem27.10;;11311376000133;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:18:50"
21999990377;01-C6_Repescagem27.10;;26670456000152;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:13:10"
86999826061;01-C6_Repescagem27.10;;52510410000186;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:28:57"
31984009301;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";59209871000162;REPESCAGEM;;Sim;Atendido;"Agendada - 27/10/2025 11:02:53";"AGENDAMENTO - NAO E O DECISOR";"27/10/2025 10:57:09"
14997811181;01-C6_Repescagem27.10;;60967682000138;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:45"
83998463906;01-C6_Repescagem27.10;;07367680000125;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:06:15"
81999794615;01-C6_Repescagem27.10;;29983049000193;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:58:10"
64992483934;01-C6_Repescagem27.10;;62511165000185;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:45"
34991632929;01-C6_Repescagem27.10;;51605702000130;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:54:45"
41992634907;01-C6_Repescagem27.10;;60282219000152;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:37"
96999734408;01-C6_Repescagem27.10;"Mariana Gabriela Ferreira Barboza";05938992000116;REPESCAGEM;;Não;"Em Fila";"Agendada - 27/10/2025 11:15:40";"RETORNO SEM AGENDAMENTO";"27/10/2025 11:10:07"
64996585633;01-C6_Repescagem27.10;;53671179000175;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:04:31"
92993088845;01-C6_Repescagem27.10;;31380858000152;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:15:36"
41991087139;01-C6_Repescagem27.10;;04601676000191;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:15:36"
34999982414;01-C6_Repescagem27.10;"Giovana Vitoria da Silva";21162965000150;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"27/10/2025 13:56:52"
21997793851;01-C6_Repescagem27.10;;18679752000196;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 10:52:37"
84981221414;01-C6_Repescagem27.10;;26619021000183;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:46:50"
11996669191;01-C6_Repescagem27.10;;63215074000165;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:10:07"
27997670897;01-C6_Repescagem27.10;;32899469000109;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:10:07"
69993927080;01-C6_Repescagem27.10;"Jessica Lorenzetto Leme";55508508000197;REPESCAGEM;;Não;"Em Fila";Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"27/10/2025 10:52:37"
51998627742;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";57765074000136;REPESCAGEM;;Sim;Atendido;"Agendada - 27/10/2025 11:05:32";"CONTATO WHATSAPP";"27/10/2025 10:57:54"
81986223369;01-C6_Repescagem27.10;;26269277000108;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:04:31"
87996835883;01-C6_Repescagem27.10;;51852695000170;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:23:24"
63984587272;01-C6_Repescagem27.10;;06090352000161;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:56:06"
41997709378;01-C6_Repescagem27.10;"Sophia Bagagi Pigente";10516217000102;REPESCAGEM;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"27/10/2025 11:26:22"
85987610629;01-C6_Repescagem27.10;"Mariana Gabriela Ferreira Barboza";55134552000184;REPESCAGEM;;Não;"Em Fila";Improdutiva;"QUEDA DE LIGACAO";"27/10/2025 10:54:45"
45999699131;01-C6_Repescagem27.10;;53977833000173;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:38"
15999131842;01-C6_Repescagem27.10;;63263492000128;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:50:33"
51999136701;01-C6_Repescagem27.10;"Pablo Lopes";63019308000107;REPESCAGEM;;Não;"Em Fila";Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"27/10/2025 10:50:33"
11938253472;01-C6_Repescagem27.10;;63272290000142;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:38"
19997793822;01-C6_Repescagem27.10;;28401627000173;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:09:14"
91989070474;01-C6_Repescagem27.10;;23244517000121;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 14:16:36"
27999054058;01-C6_Repescagem27.10;"Giovana Vitoria da Silva";30344995000179;REPESCAGEM;;Não;"Em Fila";Improdutiva;"INCLUIR EM LISTA DE BLOQUEIO";"27/10/2025 13:59:44"
84998072287;01-C6_Repescagem27.10;;33597357000158;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:06:16"
11968593310;01-C6_Repescagem27.10;;60144077000167;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:11:24"
11992690239;01-C6_Repescagem27.10;;51505707000190;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:09:14"
51997643002;01-C6_Repescagem27.10;;18327875000168;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 14:04:18"
42999175519;01-C6_Repescagem27.10;;30732296000104;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:06:16"
63992634307;01-C6_Repescagem27.10;;20272942000136;REPESCAGEM;;Sim;Atendido;-;-;"27/10/2025 11:09:14"
84988361661;01-C6_Repescagem27.10;;18552496000171;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 10:52:38"
47997771726;01-C6_Repescagem27.10;"Giovana Vitoria da Silva";23550058000104;REPESCAGEM;;Sim;Atendido;Produtiva;"SEM INTERESSE";"27/10/2025 13:54:11"
27999971021;01-C6_Repescagem27.10;;22539755000100;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:11:24"
79999614388;01-C6_Repescagem27.10;;12584088000115;REPESCAGEM;;Não;"Em Fila";-;-;"27/10/2025 11:15:36"
